operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,,90000,USD,1364616,90000,,50,,1800,4,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/y5wr_venta_departamentos_san-fernando_saravi_1500_luminoso_garage_placard_mola-propiedades_asb
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5696989,-58.4336322",138000,USD,2092411.2,138000,42,40,3285.71428571429,3450,,2,3000,http://palermo.properati.com.ar/11xf1_venta_departamentos_palermo_impecable_interwin-marketing-inmobiliario_9ic
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6438462,-58.5787571",65000,USD,985556,65000,,38,,1710.52631578947,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/re6n_venta_departamentos_moron
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,800000,USD,12129920,800000,450,550,1777.77777777778,1454.54545454545,,5,,http://ramos-mejia.properati.com.ar/s8pp_venta_casa_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7377819,-58.390329",120000,USD,1819488,120000,,,,,,,,http://banfield.properati.com.ar/i0kc_venta_casa_banfield
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5851389,-58.4123152",157000,USD,2380496.8,157000,73,73,2150.68493150685,2150.68493150685,,3,,http://barrio-norte.properati.com.ar/10iyj_venta_departamentos_barrio-norte_baulera_lavadero_luminoso_dependencias_doble-circulacion_victorino-de-la-plaza_d03
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Loma Verde|,,229000,USD,3472189.6,229000,0,220,,1040.90909090909,,5,,http://loma-verde.properati.com.ar/y14b_venta_casa_loma-verde_suite_jardin_lavadero_piscina_quincho_toilette_vestidor_luminoso_sauna_lujoso_dependencias_garage_tenis_embassy-net
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5841632,-58.4008459",124289,USD,1884519.53,124289,32,,3884.03125,,,1,,http://barrio-norte.properati.com.ar/xr1w_venta_departamentos_barrio-norte_luminoso_vista_placard_aire-acondicionado
sell,apartment,|Argentina|Capital Federal|Centro / Microcentro|,"-34.6079593218,-58.3819604048",88000,USD,1334291.2,88000,30,30,2933.33333333333,2933.33333333333,,1,,http://centro-microcentro.properati.com.ar/zz0p_venta_departamentos_centro-microcentro_sum_luminoso_ferrari-propiedades_cv8
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.5898003,-58.5516108",85000,USD,1288804,85000,191,61,445.026178010471,1393.44262295082,,3,,http://caseros.properati.com.ar/uryw_venta_casa_caseros_belgrano_5500
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Canning|,"-34.8971716,-58.4845615",300000,USD,4548720,300000,200,170,1500,1764.70588235294,,4,2500,http://canning.properati.com.ar/11zr8_venta_casa_canning_piscina_garage_estrenar_belprop-de-luca
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6049,-58.56197",62400,USD,946133.76,62400,,38,,1642.10526315789,,2,,http://caseros.properati.com.ar/uv5h_venta_departamentos_tres-de-febrero
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,"-34.464748,-58.507191",225000,USD,3411540,225000,,155,,1451.61290322581,,4,,http://san-isidro.properati.com.ar/100e6_venta_casa_san-isidro_lavadero_piscina_terraza_toilette_luminoso_garage_re-max-norte
sell,store,|Argentina|Capital Federal|Once|,"-34.6105749,-58.4090087",138000,USD,2092411.2,138000,0,47,,2936.17021276596,,,,http://once.properati.com.ar/11hov_venta_local_once_garage_btc-propiedades_cr7
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167212",109000,USD,1652701.6,109000,120,120,908.333333333333,908.333333333333,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/j3lo_venta_casa_moron
sell,house,|Argentina|Capital Federal|Mataderos|,"-34.6626015,-58.5133546",120000,USD,1819488,120000,100,85,1200,1411.76470588235,,,,http://mataderos.properati.com.ar/11rgg_venta_casa_mataderos_patio_terraza_garage_inmobiliaria-fedele
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.508113,-58.479323",229900,USD,3485835.76,229900,,57,,4033.33333333333,,2,,http://olivos.properati.com.ar/10ov6_venta_departamentos_vicente-lopez_balcon_gimnasio_parrilla_piscina_vista_sauna_garage_amenities_re-max-ra-iacute-ces
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,85000,USD,1288804,85000,207,75,410.628019323671,1133.33333333333,,3,,http://villa-luzuriaga.properati.com.ar/sabe_venta_casa_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.914872,-57.942206",50000,USD,758120,50000,,36,,1388.88888888889,,2,,http://la-plata.properati.com.ar/12s4r_venta_departamentos_la-plata_balcon_re-max-diagonal-ii
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5438576,-58.7098503",135000,USD,2046924,135000,240,112,562.5,1205.35714285714,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/eiq2_venta_otro_san-miguel
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Presidente Perón|Guernica|,,105000,USD,1592052,105000,56,56,1875,1875,,,,http://guernica.properati.com.ar/yw7a_venta_casa_guernica_suite_darquier-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4413074,-58.556375",158000,USD,2395659.2,158000,,,,,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/vwni_venta_departamentos_san-fernando
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.63855743,-58.63136292",150000,USD,2274360,150000,,,,,,,,http://castelar-moron.properati.com.ar/113gc_venta_ph_castelar_baulera_lavadero_piscina_garage_vignolo-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Andres|,"-34.5710527,-58.544901",235000,USD,3563164,235000,407,207,577.395577395577,1135.26570048309,,4,,http://san-andres.properati.com.ar/10ld2_venta_casa_san-andres_suite_lavadero_parrilla_quincho_terraza_toilette_amoblado_finpro
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5978238,-58.4431979",160000,USD,2425984,160000,76,68,2105.26315789474,2352.94117647059,,4,1523,http://villa-crespo.properati.com.ar/yt61_venta_departamentos_villa-crespo_balcon_toilette_luminoso_vista_placard_lexinton-propiedades_937
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.6325640339,-58.6824202538",,,,,80,80,,,,,,http://ituzaingo.properati.com.ar/i4rh_venta_casa_ituzaingo
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Berazategui Oeste|,"-34.75827408,-58.23060608",100000,USD,1516240,100000,,,,,,,,http://berazategui-oeste.properati.com.ar/11je1_venta_casa_berazategui-oeste_lavadero_patio_garage_abriola-propiedades_d3o
sell,apartment,|Argentina|Capital Federal|Boedo|,"-34.6222039,-58.416089",550000,ARS,549470.82,36239.04,31,,1169.00129032258,,,1,,http://boedo.properati.com.ar/11tgh_venta_departamentos_boedo_av-boedo_800_lavadero_parrilla_piscina_sum_terraza_garage_estrenar_dueno-directo_cfo
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6253586,-58.4705029",66000,USD,1000718.4,66000,45,45,1466.66666666667,1466.66666666667,,,,http://flores.properati.com.ar/hdpu_venta_departamento_flores
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida Oeste|,"-34.539151,-58.514872",155000,USD,2350172,155000,,78,,1987.17948717949,,3,,http://florida-oeste.properati.com.ar/12dz3_venta_departamentos_florida-oeste_balcon_suite_lavadero_parrilla_terraza_luminoso_garage_amoblado_aire-acondicionado_re-max-premium-ii
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.3668938,-58.7409668",165000,USD,2501796,165000,0,185,,891.891891891892,,3,,http://escobar.properati.com.ar/ouql_venta_casa_escobar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Wilde|,"-34.6994894,-58.3143187",,,,,50,50,,,,2,,http://wilde.properati.com.ar/12qqm_venta_departamentos_wilde_balcon_parrilla_sum_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5523788,-58.4379876",720000,USD,10916928,720000,120,120,6000,6000,,3,,http://belgrano.properati.com.ar/10tew_venta_departamentos_belgrano_baulera_gimnasio_lavadero_parrilla_piscina_terraza_vista_sauna_electrogeno_garage_tenis_amenities_aire-acondicionado_home54
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4092131639,-58.6726268558",383000,USD,5807199.2,383000,205,205,1868.29268292683,1868.29268292683,,,,http://nordelta.properati.com.ar/10l84_venta_casa_nordelta_baulera_suite_hidromasaje_lavadero_parrilla_sum_toilette_vestidor_dependencias_placard_aire-acondicionado_victorino-de-la-plaza_d04
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.9109503736,-57.956888734",,,,,80,,,,,,,http://la-plata-bs-as-g-b-a-zona-sur.properati.com.ar/z219_venta_departamentos_la-plata_balcon_muravchik-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Highland Park Country Club|,"-34.4191865449,-58.7895002786",1550000,USD,23501720,1550000,622,451,2491.961414791,3436.80709534368,,,11000,http://highland-park-country-club.properati.com.ar/z3wa_venta_casa_highland-park-country-club_suite_lavadero_parrilla_quincho_garage_izrastzoff-agentes-inmobiliarios
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.573988,-58.489945",94000,USD,1425265.6,94000,,39,,2410.25641025641,,2,,http://villa-urquiza.properati.com.ar/100uv_venta_departamentos_villa-santa-rita_balcon_baulera_luminoso_lujoso_garage_placard_re-max-central
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Adrogué|,"-34.8004951698,-58.3948483752",230000,USD,3487352,230000,0,200,,1150,,4,,http://adrogue.properati.com.ar/otuc_venta_casa_adrogue
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Paso del Rey|,"-34.63518524,-58.75230789",55000,USD,833932,55000,,,,,,,,http://paso-del-rey.properati.com.ar/11sve_venta_casa_paso-del-rey_inmobiliaria-mortara
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,85000,USD,1288804,85000,,35,,2428.57142857143,,2,,http://ramos-mejia.properati.com.ar/10lye_venta_departamentos_ramos-mejia_lavadero_patio_toilette_placard_galana-inmuebles
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,"-34.7321107588,-58.5905093852",150000,USD,2274360,150000,,220,,681.818181818182,,,,http://la-matanza.properati.com.ar/t46p_venta_casa_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7464272535,-58.3938559095",90000,USD,1364616,90000,55,39,1636.36363636364,2307.69230769231,,2,1,http://banfield.properati.com.ar/rbz0_venta_departamentos_banfield
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,780000,USD,11826672,780000,0,400,,1950,,6,,http://nordelta.properati.com.ar/11hs1_venta_casa_nordelta_suite_lavadero_parrilla_piscina_terraza_lujoso_dependencias_caneva-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Temperley|,"-34.7712165,-58.3956697",98000,USD,1485915.2,98000,50,47,1960,2085.10638297872,,,1600,http://temperley.properati.com.ar/12klo_venta_departamentos_temperley_balcon_parrilla_piscina_sum_placard_rcm-propiedades_di3
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.5220312,-58.5619628",130000,USD,1971112,130000,155,98,838.709677419355,1326.5306122449,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/yjp2_venta_casa_san-isidro_walter-alberto-iasge
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.494829,-58.5138634",430000,USD,6519832,430000,400,350,1075,1228.57142857143,,,,http://olivos.properati.com.ar/nflj_venta_casa_olivos_azcuenaga_1900
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|,"-34.6675218422,-58.3628797976",108000,USD,1637539.2,108000,62,55,1741.93548387097,1963.63636363636,,,,http://avellaneda-bs-as-g-b-a-zona-sur.properati.com.ar/11h5g_venta_departamentos_avellaneda_balcon_gimnasio_patio_piscina_sum_luminoso_sauna_placard_viano-negocios-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.649154,-58.6307096",,,,,,,,,,,,http://castelar-moron.properati.com.ar/wrgl_venta_casa_castelar
sell,apartment,|Argentina|Capital Federal|Congreso|,"-34.6037232,-58.3815931",71000,USD,1076530.4,71000,43,43,1651.16279069767,1651.16279069767,,,,http://congreso.properati.com.ar/e6zp_venta_departamento_congreso
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.5987473,-58.5666924",260000,USD,3942224,260000,,,,,,,,http://caseros.properati.com.ar/rqrq_venta_local_caseros
sell,apartment,|Argentina|Capital Federal|Parque Chacabuco|,"-34.6421604,-58.423024",90000,USD,1364616,90000,46,42,1956.52173913043,2142.85714285714,7,2,,http://parque-chacabuco.properati.com.ar/l0hc_venta_departamentos_parque-chacabuco_la-plata-av-_2300
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Valentín Alsina|,"-34.687917,-58.431668",85000,USD,1288804,85000,,111,,765.765765765766,,3,,http://valentin-alsina.properati.com.ar/12poz_venta_ph_valentin-alsina_patio_terraza_luminoso_vista_impecable_re-max-urbana
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6122656,-58.5612815",68000,USD,1031043.2,68000,58,52,1172.41379310345,1307.69230769231,,3,,http://caseros.properati.com.ar/11gea_venta_ph_caseros_balcon_baulera_lavadero_patio_pablo-yaryura-casa-central
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6492178,-58.5685299",,,,,140,80,,,2,3,,http://ramos-mejia.properati.com.ar/wxrk_venta_departamentos_ramos-mejia_alvear_800
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.59867,-58.439285",,,,,,134,,,,4,,http://villa-crespo.properati.com.ar/tzq3_venta_departamentos_villa-crespo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Wilde|,"-34.7071452,-58.313993",93000,USD,1410103.2,93000,,,,,,,,http://wilde.properati.com.ar/11dqt_venta_departamentos_wilde_impecable_placard_inmobiliaria-perez
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,280000,USD,4245472,280000,135,135,2074.07407407407,2074.07407407407,,,,http://pilar.properati.com.ar/12nwq_venta_casa_pilar_suite_blanco-propiedades_dii
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,195000,USD,2956668,195000,100,70,1950,2785.71428571429,,3,,http://ramos-mejia.properati.com.ar/11h95_venta_casa_ramos-mejia_patio_garage_amoblado_placard_aire-acondicionado_busolin-demian-propiedades_cla
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Jose Leon Suarez|,"-34.5325982,-58.5744828",55000,USD,833932,55000,47,47,1170.21276595745,1170.21276595745,,,,http://jose-leon-suarez.properati.com.ar/12vm8_venta_departamentos_jose-leon-suarez_rocchio-propiedades_bei
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Bernal|,"-34.7079585,-58.2891266",115000,USD,1743676,115000,66,62,1742.42424242424,1854.83870967742,,3,,http://bernal.properati.com.ar/12qqx_venta_departamentos_bernal_piscina_garage_placard_aire-acondicionado_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|San Miguel|,"-34.5388523,-58.7241106",55000,USD,833932,55000,65,65,846.153846153846,846.153846153846,2,4,,http://san-miguel-san-miguel.properati.com.ar/104p5_venta_departamentos_san-miguel_lavadero_federico-negro-estudio-inmobiliario
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,275000,USD,4169660,275000,800,0,343.75,,,,,http://benavidez.properati.com.ar/nky3_venta_casa_benavidez_0
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.624645,-58.451278",119000,USD,1804325.6,119000,,78,,1525.64102564103,,3,,http://caballito.properati.com.ar/12sok_venta_departamentos_caballito_patio_lujoso_garage_subte-linea-a_re-max-uno-iii
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Country San Jorge Village|,"-34.4891796044,-58.6780965328",510000,USD,7732824,510000,360,360,1416.66666666667,1416.66666666667,,6,6500,http://country-san-jorge-village.properati.com.ar/z3sw_venta_casa_country-san-jorge-village_suite_lavadero_parrilla_piscina_toilette_dependencias_izrastzoff-agentes-inmobiliarios
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6250057,-58.4715261",220000,USD,3335728,220000,135,125,1629.62962962963,1760,4,,2800,http://flores.properati.com.ar/g9v5_venta_departamento_flores_aranguren-juan-f-dr-_2800
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5927733,-58.4227121",70000,USD,1061368,70000,24,24,2916.66666666667,2916.66666666667,,,,http://villa-crespo.properati.com.ar/12me2_venta_departamentos_villa-crespo_inmobiliaria-calot
sell,house,|Argentina|Capital Federal|Saavedra|,"-34.5525821,-58.485631",335000,USD,5079404,335000,160,120,2093.75,2791.66666666667,,,,http://saavedra.properati.com.ar/10wlk_venta_casa_saavedra_patio_terraza_alvarez-dupot-capital-federal
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.918276,-57.990982",,,,,400,400,,,,8,,http://la-plata.properati.com.ar/oxas_alquiler_casa_la-plata
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9203472,-57.961792",,,,,60,57,,,1,2,,http://la-plata.properati.com.ar/xoy2_venta_departamentos_la-plata_balcon_lavadero_lujoso_placard_aire-acondicionado
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,800000,USD,12129920,800000,,530,,1509.43396226415,,5,,http://bs-as-g-b-a-zona-norte.properati.com.ar/dy0a_venta_casa_capital-federal
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4732333,-58.5178345",400000,USD,6064960,400000,251,150,1593.62549800797,2666.66666666667,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/rr96_venta_casa_san-isidro_garibaldi_300
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.42470169,-58.65830994",95000,USD,1440428,95000,,,,,,,,http://nordelta.properati.com.ar/xcf0_venta_departamentos_nordelta
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6264702225,-58.4403973643",169500,USD,2570026.8,169500,97,94,1747.42268041237,1803.1914893617,,3,,http://caballito.properati.com.ar/xx2b_venta_departamentos_caballito_balcon_lavadero_luminoso_dependencias_placard_losa-radiante_lexinton-propiedades_cbn
sell,store,|Argentina|Capital Federal|Boca|,"-34.637361,-58.367828",49500,USD,750538.8,49500,27,27,1833.33333333333,1833.33333333333,,2,,http://boca.properati.com.ar/11hf7_venta_local_boca_luminoso_impecable_di-mitrio-inmobiliaria_90i
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5194323,-58.4860228",235000,USD,3563164,235000,196,146,1198.97959183673,1609.58904109589,,4,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/xc73_venta_ph_vicente-lopez
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6278747,-58.4442831",680000,USD,10310432,680000,256,182,2656.25,3736.26373626374,8,5,6816,http://caballito.properati.com.ar/ufh2_venta_departamentos_caballito_martinez-victor_400
sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.631591,-58.370191",1109400,ARS,1106320.87,72964.76,49,42,1489.07673469388,26414.2857142857,2,1,,http://barracas.properati.com.ar/npey_venta_departamentos_barracas_regimiento-de-patricios-av-_200
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5780621,-58.4952915",97800,USD,1482882.72,97800,43,38,2274.41860465116,2573.68421052632,,2,,http://villa-urquiza.properati.com.ar/b15p_venta_departamento_villa-urquiza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6448497,-58.5671654",90000,USD,1364616,90000,47,47,1914.89361702128,1914.89361702128,7,3,,http://ramos-mejia.properati.com.ar/sdgu_venta_departamentos_ramos-mejia
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5711496,-58.4232966",118000,USD,1789163.2,118000,47,41,2510.63829787234,2878.0487804878,,2,,http://palermo.properati.com.ar/12tux_venta_departamentos_palermo_balcon_suite_parrilla_piscina_toilette_luminoso_amenities_placard_zuker-propiedades_dke
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|San Antonio De Padua|,"-34.674263,-58.7134285",180000,USD,2729232,180000,230,230,782.608695652174,782.608695652174,,5,1,http://san-antonio-de-padua.properati.com.ar/owo9_venta_casa_san-antonio-de-padua
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Del Viso|,"-34.465346,-58.793565",149000,USD,2259197.6,149000,,160,,931.25,,4,,http://del-viso.properati.com.ar/y9tr_venta_casa_pilar_balcon_suite_parrilla_piscina_terraza_toilette_vestidor_vista_garage_placard_aire-acondicionado_re-max-total-i
