operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,,89000,USD,1349453.6,89000,,44,,2022.72727272727,,2,,http://san-fernando.properati.com.ar/yqpd_venta_departamentos_san-fernando_lujoso_garage_placard_re-max-data-house
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.354663,-58.788556",450000,USD,6823080,450000,580,337,775.862068965517,1335.3115727003,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/11s2b_venta_casa_bs-as-g-b-a-zona-norte_san-isidro_500_suite_lavadero_parrilla_piscina_toilette_luminoso_garage_maria-de-tigre-patricia-asensio-csi-4332
sell,apartment,|Argentina|Capital Federal|Las Cañitas|,"-34.5681113,-58.4334831",195000,USD,2956668,195000,58,53,3362.06896551724,3679.24528301887,1,2,2500,http://las-canitas.properati.com.ar/11496_venta_departamentos_las-canitas_suite_lavadero_toilette_luminoso_ew-negocios-inmobiliarios
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,525000,USD,7960260,525000,0,123,,4268.29268292683,,,,http://nordelta.properati.com.ar/11tc2_venta_departamentos_nordelta_0_baulera_suite_gimnasio_parrilla_piscina_terraza_toilette_vestidor_vista_dependencias_garage_placard_aire-acondicionado_mieres-nordelta
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4138052817,-58.660872263",1200000,USD,18194880,1200000,450,375,2666.66666666667,3200,,7,6000,http://nordelta.properati.com.ar/10cld_venta_casa_barrio-los-castores_suite_hidromasaje_jardin_lavadero_parrilla_patio_piscina_terraza_toilette_vestidor_luminoso_vista_dependencias_garage_placard_aire-acondicionado_losa-radiante_busquet-vision-inmobiliaria
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6188446,-58.4325366",450000,USD,6823080,450000,190,190,2368.42105263158,2368.42105263158,,6,,http://caballito.properati.com.ar/106tq_venta_departamentos_caballito_balcon_baulera_lavadero_toilette_lujoso_garage_doble-circulacion_rhr-real-estate_cwt
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.7067282098,-58.3940505981",92000,USD,1394940.8,92000,,43,,2139.53488372093,,2,2,http://lanus.properati.com.ar/prve_venta_departamentos_lanus
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Del Viso|,,,,,,95,72,,,,,,http://del-viso.properati.com.ar/112w4_venta_departamentos_del-viso_luminoso_oppel-inmuebles_d63
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.58633423,-58.40662384",119000,USD,1804325.6,119000,,,,,,,,http://recoleta.properati.com.ar/10f92_venta_departamentos_recoleta_lavadero_gei-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,275000,USD,4169660,275000,760,215,361.842105263158,1279.06976744186,,,,http://benavidez.properati.com.ar/nijm_venta_casa_benavidez_0
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5982393,-58.4250113",138000,USD,2092411.2,138000,65,59,2123.07692307692,2338.98305084746,,3,,http://palermo.properati.com.ar/od2h_venta_departamentos_palermo_estado-de-palestina_1070
sell,store,|Argentina|Capital Federal|Palermo|,"-34.595706,-58.438983",,,,,,,,,,,,http://palermo.properati.com.ar/vnl6_venta_local_palermo
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Ezeiza|Canning|,"-34.8844956,-58.5127172",300000,USD,4548720,300000,800,0,375,,,,1,http://canning-ezeiza.properati.com.ar/oug2_venta_casa_canning
sell,apartment,|Argentina|Capital Federal|Boedo|,"-34.6331156,-58.4192275",78000,USD,1182667.2,78000,52,,1500,,,,,http://boedo.properati.com.ar/eh9h_venta_departamento_boedo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.64360046,-58.56098175",65000,USD,985556,65000,,,,,,,,http://ramos-mejia.properati.com.ar/11egi_venta_departamentos_ramos-mejia_balcon_piscina_terraza_garage_viillelcho-inmuebles
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|Villa Elisa|,"-34.8528299,-58.0739262",,,,,,,,,,,,http://villa-elisa-la-plata.properati.com.ar/siyo_venta_casa_villa-elisa
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,1750000,USD,26534200,1750000,2400,560,729.166666666667,3125,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/plgr_venta_casa_bs-as-g-b-a-zona-norte_blanco-encalada_1700
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5694673,-58.4567917",93500,USD,1417684.4,93500,0,39,,2397.4358974359,,2,1400,http://belgrano.properati.com.ar/ysuc_venta_departamentos_belgrano_balcon_luminoso_desarrollista-com
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,750000,USD,11371800,750000,819,300,915.750915750916,2500,,,,http://benavidez.properati.com.ar/x96r_venta_casa_benavidez_400
sell,store,|Argentina|Capital Federal|Belgrano|,"-34.559887,-58.458531",100000,ARS,99722.34,6576.95,,20,,5000,,,,http://belgrano.properati.com.ar/10oxk_venta_local_colegiales_re-max-buro-ii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.4540688,-58.5398866",105000,USD,1592052,105000,55,45,1909.09090909091,2333.33333333333,3,,,http://victoria.properati.com.ar/sjj8_venta_departamentos_victoria
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7415857,-58.3883739",78000,USD,1182667.2,78000,54,33,1444.44444444444,2363.63636363636,,,500,http://banfield.properati.com.ar/12kjw_venta_ph_banfield_patio_placard_rcm-propiedades_di3
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,380000,USD,5761712,380000,215,190,1767.44186046512,2000,,4,3700,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/z3x6_venta_casa_tigre_balcon_jardin_lavadero_parrilla_piscina_toilette_vestidor_luminoso_dependencias_garage_impecable_losa-radiante_izrastzoff-agentes-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.447361,-58.631426",310000,USD,4700344,310000,805,222,385.093167701863,1396.3963963964,,3,,http://tigre.properati.com.ar/kn06_venta_casa_tigre
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.6706023,-58.5776275",70000,USD,1061368,70000,40,,1750,,2,2,,http://villa-luzuriaga.properati.com.ar/ixo0_venta_departamento_villa-luzuriaga_mariano-santamaria_1800
sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.6256696,-58.3751052",65600,USD,994653.44,65600,27,,2429.62962962963,,,1,,http://san-telmo.properati.com.ar/ruo8_venta_departamentos_san-telmo
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6568667438,-58.5695831224",320000,USD,4851968,320000,330,200,969.69696969697,1600,,,,http://ramos-mejia.properati.com.ar/pfes_venta_casa_ramos-mejia
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Country San Jorge Village|,"-34.4867060963,-58.6839714471",420000,USD,6368208,420000,0,300,,1400,,5,6000,http://country-san-jorge-village.properati.com.ar/z3xt_venta_casa_country-san-jorge-village_balcon_suite_hidromasaje_parrilla_piscina_toilette_vestidor_luminoso_dependencias_impecable_izrastzoff-agentes-inmobiliarios
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.5505251,-58.551333",,,,,53,,,,6,2,,http://villa-ballester.properati.com.ar/yonh_venta_departamentos_villa-ballester_j-b-alberdi_4400_garage_inmobiliaria-alemana
sell,apartment,|Argentina|Capital Federal|Villa Lugano|,,78000,USD,1182667.2,78000,0,66,,1181.81818181818,,4,1400,http://villa-lugano.properati.com.ar/11an4_venta_departamentos_villa-lugano_balcon_grupo-mega-ziade
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,"-34.581002,-58.695727",500000,USD,7581200,500000,,380,,1315.78947368421,,4,,http://bella-vista-san-miguel.properati.com.ar/dbsg_venta_country-barrio-cerrado_capital-federal
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.51202,-58.57275",220000,USD,3335728,220000,,230,,956.521739130435,,5,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/yxan_venta_casa_san-isidro_balcon_baulera_suite_hidromasaje_jardin_lavadero_parrilla_patio_piscina_quincho_vestidor_vista_garage_aire-acondicionado_re-max-data-house
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5821086808,-58.4268678992",310000,USD,4700344,310000,73,68,4246.57534246575,4558.82352941176,,3,,http://recoleta.properati.com.ar/10vd4_venta_departamentos_recoleta_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_sum_luminoso_lujoso_aire-acondicionado_victorino-de-la-plaza_d03
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6266172,-58.4599658",2296000,ARS,2289627.47,151006.93,64,56,2359.48328125,41000,,3,,http://flores.properati.com.ar/zsls_venta_departamentos_flores_balcon_hidromasaje_lavadero_sum_lujoso_amenities_placard_nucifora-propiedades_crr
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6512382,-58.5801372",205000,USD,3108292,205000,,,,,,,,http://ramos-mejia.properati.com.ar/wz94_venta_casa_ramos-mejia
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.507585,-58.477945",206700,USD,3134068.08,206700,,42,,4921.42857142857,7,2,,http://olivos.properati.com.ar/z229_venta_departamentos_olivos_baulera_parrilla_piscina_sum_garage_amenities_vicente-lopez
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Isidro Casanova|,"-34.7119957519,-58.5778205362",,,,,,,,,,,,http://isidro-casanova.properati.com.ar/vzqn_venta_casa_isidro-casanova
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,"-34.8109772329,-58.3666454981",750000,ARS,747918.28,49327.17,143,143,344.945244755245,5244.75524475524,,,,http://burzaco.properati.com.ar/u9wj_venta_casa_burzaco
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,"-34.440077,-58.561378",135000,USD,2046924,135000,,56,,2410.71428571429,,2,,http://san-fernando.properati.com.ar/12dk3_venta_departamentos_san-fernando_balcon_parrilla_luminoso_garage_placard_re-max-acci-oacute-n
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5152199,-58.476484",220000,USD,3335728,220000,103,94,2135.92233009709,2340.42553191489,3,,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/nbwf_venta_departamentos_la-lucila_del-libertador-av-_1900
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.914634,-57.993631",750000,USD,11371800,750000,270,270,2777.77777777778,2777.77777777778,,4,,http://la-plata.properati.com.ar/ox5q_venta_casa_la-plata
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4513575,-58.6262791",502000,USD,7611524.8,502000,225,145,2231.11111111111,3462.06896551724,,4,,http://nordelta.properati.com.ar/11rg3_venta_departamentos_nordelta_praia_gimnasio_jardin_lavadero_parrilla_piscina_sauna_garage_amenities_dueno-directo_afc
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.663673,-58.562634",,,,,0,,,,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/s15a_venta_casa_ituzaingo
sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.628123,-58.371692",139000,USD,2107573.6,139000,98,94,1418.36734693878,1478.72340425532,,4,,http://barracas.properati.com.ar/zuet_venta_departamentos_barracas_balcon_lavadero_luminoso_citati-propiedades_91q
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Gregorio de Laferrere|,,88000,USD,1334291.2,88000,327,170,269.113149847095,517.647058823529,,3,,http://gregorio-de-laferrere.properati.com.ar/s86e_venta_casa_la-matanza
sell,PH,|Argentina|Capital Federal|Mataderos|,"-34.6601891,-58.4805409",170000,USD,2577608,170000,,90,,1888.88888888889,,4,,http://mataderos.properati.com.ar/11e7w_venta_ph_mataderos_patio_terraza_garage_placard_molinari-masetto-inmobiliaria-y-estudio-juridico
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|General Rodríguez|,"-34.6559273751,-58.8861157704",91900,USD,1393424.56,91900,12000,200,7.65833333333333,459.5,,,,http://general-rodriguez-bs-as-g-b-a-zona-oeste.properati.com.ar/1064e_venta_casa_general-rodriguez_parrilla_quincho_ramirez-mandatos-negocios-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.3873626513,-58.7589168549",750000,USD,11371800,750000,500,500,1500,1500,,5,,http://escobar.properati.com.ar/vtbw_venta_casa_escobar
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,"-34.446769,-58.862751",169000,USD,2562445.6,169000,,200,,845,,5,,http://pilar.properati.com.ar/12riq_venta_casa_pilar_baulera_suite_jardin_lavadero_parrilla_piscina_quincho_vestidor_luminoso_garage_aire-acondicionado_re-max-total-i
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.3693541925,-58.6747696317",277800,USD,4212114.72,277800,186,107,1493.54838709677,2596.26168224299,,4,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/10a1t_venta_departamentos_tigre_suite_jardin_parrilla_piscina_terraza_vestidor_luminoso_vista_garage_amenities_placard_estrenar_losa-radiante_fuentes-propiedades_ctd
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Paso del Rey|,"-34.6612484,-58.7740222",850000,ARS,847640.78,55904.13,110,90,508.219363636364,9444.44444444444,,,,http://paso-del-rey.properati.com.ar/xrm2_venta_casa_paso-del-rey
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,"-34.6908114124,-58.5906654794",,,,,300,,,,,3,,http://la-matanza.properati.com.ar/gvgr_venta_casa_la-matanza
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,170,80,,,,4,,http://ramos-mejia.properati.com.ar/s70y_venta_ph_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.447361,-58.631426",550000,USD,8339320,550000,1010,245,544.554455445545,2244.89795918367,,3,,http://tigre.properati.com.ar/kn0x_venta_casa_tigre
sell,apartment,|Argentina|Capital Federal|Congreso|,"-34.6092021271,-58.3908891503",106000,USD,1607214.4,106000,62,56,1709.67741935484,1892.85714285714,,3,2693,http://congreso.properati.com.ar/vpdy_venta_departamentos_congreso
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4838402,-58.49099",750000,USD,11371800,750000,450,452,1666.66666666667,1659.29203539823,,7,,http://martinez.properati.com.ar/11oix_venta_casa_martinez_suite_jardin_lavadero_parrilla_piscina_toilette_vestidor_luminoso_dependencias_garage_impecable_aire-acondicionado_latitud-ns_dck
sell,apartment,|Argentina|Capital Federal|Agronomía|,"-34.5942724,-58.4949974",110000,USD,1667864,110000,52,52,2115.38461538462,2115.38461538462,,,,http://agronomia.properati.com.ar/10ok5_venta_departamentos_agronomia_balcon_lavadero_sum_luminoso_garage_torres-propiedades
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6056008,-58.4054186",99000,USD,1501077.6,99000,55,55,1800,1800,3,3,780,http://balvanera.properati.com.ar/pdlk_venta_departamentos_balvanera_gomez-valentin_2700
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,200000,USD,3032480,200000,130,120,1538.46153846154,1666.66666666667,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/upjl_venta_casa_tigre_0
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|González Catán|,"-34.7755603,-58.6441406",,,,,,,,,,,,http://gonzalez-catan.properati.com.ar/zzu6_venta_casa_gonzalez-catan_garage_azucena-libertad-ghisletti
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9186841439,-57.9327828936",100000,USD,1516240,100000,56,52,1785.71428571429,1923.07692307692,,2,,http://la-plata.properati.com.ar/12t8u_venta_departamentos_la-plata_balcon_lavadero_garage_placard_estrenar_seoane-inmobiliaria
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|Villa Tesei|,"-34.6254959,-58.6413155",,,,,227,,,,,,,http://villa-tesei.properati.com.ar/ei4d_venta_casa_villa-tesei
sell,apartment,|Argentina|Capital Federal|Boedo|,"-34.6315732,-58.417363",98500,USD,1493496.4,98500,64,47,1539.0625,2095.74468085106,,3,900,http://boedo.properati.com.ar/11osf_venta_departamentos_boedo_lavadero_patio_garage_placard_asempro_dcw
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5075624,-58.47782",490000,USD,7429576,490000,147,93,3333.33333333333,5268.81720430108,11,,,http://olivos.properati.com.ar/nh8b_venta_departamentos_olivos_corrientes_300
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,,117300,USD,1778549.52,117300,64,37,1832.8125,3170.27027027027,,2,,http://florida.properati.com.ar/zlkx_venta_departamentos_florida_jardin_patio_terraza_garage_estrenar_castro-feijoo-propiedades
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5673792,-58.4856942",88000,USD,1334291.2,88000,38,38,2315.78947368421,2315.78947368421,,1,400,http://villa-urquiza.properati.com.ar/u8n8_venta_departamentos_villa-urquiza
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,340000,USD,5155216,340000,315,235,1079.36507936508,1446.8085106383,,5,,http://haedo.properati.com.ar/z1kj_venta_casa_haedo_vidal-propiedades_bbo
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4598957386,-58.5355081074",200000,USD,3032480,200000,196,160,1020.40816326531,1250,,5,,http://beccar.properati.com.ar/uwap_venta_casa_beccar
sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.635302,-58.500989",115000,USD,1743676,115000,,76,,1513.15789473684,,4,,http://villa-luro.properati.com.ar/y076_venta_departamentos_velez-sarsfield_balcon_lavadero_parrilla_terraza_luminoso_garage_placard_re-max-uno-ii
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5799161,-58.4900967",157000,USD,2380496.8,157000,67,62,2343.28358208955,2532.25806451613,,,,http://villa-urquiza.properati.com.ar/efya_venta_departamento_villa-urquiza
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,,,,,1180,220,,,,4,,http://bs-as-g-b-a-zona-norte.properati.com.ar/s5dr_venta_casa_bs-as-g-b-a-zona-norte
sell,apartment,|Argentina|Capital Federal|Puerto Madero|,"-34.618153,-58.362615",1622250,USD,24597203.4,1622250,,187,,8675.13368983957,,4,,http://puerto-madero.properati.com.ar/11ka5_venta_departamentos_puerto-madero_parrilla_sum_terraza_lujoso_garage_palermo-nuevo
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.587582425,-58.3871355582",399000,USD,6049797.6,399000,152,121,2625,3297.52066115702,,,,http://recoleta.properati.com.ar/ee3o_venta_departamento_recoleta
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7424504086,-58.3869114343",490000,USD,7429576,490000,0,340,,1441.17647058824,,4,,http://banfield.properati.com.ar/rcbq_venta_casa_banfield
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,275000,USD,4169660,275000,300,250,916.666666666667,1100,,5,,http://haedo.properati.com.ar/s855_venta_casa_moron
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.6869137,-58.4174718",130000,USD,1971112,130000,0,0,,,,4,,http://lanus.properati.com.ar/ou4b_venta_casa_lanus
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,300000,USD,4548720,300000,950,150,315.789473684211,2000,,,,http://benavidez.properati.com.ar/xpck_venta_casa_benavidez_400_suite
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5544937,-58.4831284",83000,USD,1258479.2,83000,40,36,2075,2305.55555555556,,,,http://nunez.properati.com.ar/uj5r_venta_departamentos_nunez
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.417629,-58.645755",550000,USD,8339320,550000,336,336,1636.90476190476,1636.90476190476,,1,,http://nordelta.properati.com.ar/zzfg_venta_departamentos_nordelta_suite_parrilla_piscina_vestidor_sauna_dependencias_azul-propiedades_cvb
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.643889,-58.582406",67500,USD,1023462,67500,,39,,1730.76923076923,6,2,,http://haedo.properati.com.ar/xj22_venta_departamentos_moron_balcon_placard
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,900000,USD,13646160,900000,0,430,,2093.02325581395,,6,5000,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/10zwa_venta_casa_tigre_hidromasaje_jardin_lavadero_parrilla_patio_piscina_terraza_toilette_vestidor_dependencias_garage_placard_izrastzoff-agentes-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Villa Udaondo|,,198000,USD,3002155.2,198000,714,124,277.310924369748,1596.77419354839,,4,,http://villa-udaondo.properati.com.ar/nrye_venta_casa_villa-udaondo
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Altos del Pilar|,"-34.4615486,-58.8623179",520000,USD,7884448,520000,335,295,1552.23880597015,1762.71186440678,,,,http://altos-del-pilar.properati.com.ar/vek3_venta_casa_altos-del-pilar
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5861669,-58.4223194",110000,USD,1667864,110000,51,46,2156.86274509804,2391.30434782609,,2,,http://palermo.properati.com.ar/12tzh_venta_departamentos_palermo_balcon_subte-linea-d_migliorisi-propiedades_dkd
sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6167443,-58.3890347",123000,USD,1864975.2,123000,85,80,1447.05882352941,1537.5,1,3,850,http://monserrat.properati.com.ar/104ec_venta_departamentos_monserrat_lavadero_placard_rcm-propiedades_c67
sell,apartment,|Argentina|Capital Federal|Palermo|,,121472,USD,1841807.05,121472,42,31,2892.19047619048,3918.45161290323,,2,,http://palermo.properati.com.ar/115gr_venta_departamentos_palermo_garage_soldati-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4903004,-58.5200261",398000,USD,6034635.2,398000,320,230,1243.75,1730.4347826087,,,,http://martinez.properati.com.ar/12qh5_venta_casa_martinez_entre-rios_1300_suite_jardin_lavadero_parrilla_vestidor_lujoso_estrenar_martin-propiedades_aov
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6394878,-58.6653669",,,,,0,,,,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/11k0n_venta_casa_ituzaingo_toilette_vestidor_estrenar_vanesa-romera-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6100969,-58.6853194",,,,,0,160,,,,4,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/vzkx_venta_casa_ituzaingo
sell,house,|Argentina|Capital Federal|Flores|,"-34.6294411552,-58.4700893299",485000,USD,7353764,485000,432,400,1122.68518518519,1212.5,,,,http://flores.properati.com.ar/gbny_venta_casa_flores
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,150000,USD,2274360,150000,0,50,,3000,,,,http://nordelta.properati.com.ar/10qn8_venta_departamentos_nordelta_0_jardin_parrilla_piscina_toilette_vestidor_luminoso_vista_garage_tenis_aire-acondicionado_estrenar_rosario-costantini-csi-6033
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6023656,-58.4319354",,,,,34,30,,,,1,,http://villa-crespo.properati.com.ar/10atu_venta_departamentos_villa-crespo_migliorisi-propiedades_cy0
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,240000,USD,3638976,240000,0,0,,,,,,http://benavidez.properati.com.ar/nc8u_venta_departamentos_nordelta_0
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Ezeiza|,"-34.8495388,-58.5047913",,,,,1330,350,,,,,,http://ezeiza-bs-as-g-b-a-zona-sur.properati.com.ar/hny8_venta_casa_ezeiza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5408093,-58.7046049",75000,USD,1137180,75000,58,53,1293.10344827586,1415.09433962264,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/ef2j_venta_departamento_san-miguel
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Glew|,"-34.896634,-58.383884",350000,USD,5306840,350000,0,0,,,,6,,http://glew.properati.com.ar/zn42_venta_casa_glew_suite_piscina_quincho_luminoso_garage_placard_aire-acondicionado_gazda-propiedades_cq0
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Moreno|,"-34.63207626,-58.79127502",47000,USD,712632.8,47000,,,,,,,,http://moreno.properati.com.ar/yogv_venta_casa_moreno_lavadero_patio_mosca-propiedades_bp3
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.3818646092,-58.747657818",85000,USD,1288804,85000,0,50,,1700,,,,http://escobar.properati.com.ar/10qbi_venta_local_escobar_cristian-mooswalder-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,449000,USD,6807917.6,449000,850,245,528.235294117647,1832.65306122449,,,,http://benavidez.properati.com.ar/n9j1_venta_casa_benavidez_0
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Muñiz|,"-34.5463923,-58.6984606",,,,,,,,,,,,http://muniz.properati.com.ar/109gk_venta_departamentos_muniz_balcon_garage_estrenar_n-ledesma-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,"-34.4720384,-58.5257523",58000,USD,879419.2,58000,24,24,2416.66666666667,2416.66666666667,1,1,200,http://san-isidro.properati.com.ar/10glp_venta_departamentos_san-isidro_luminoso_placard_aire-acondicionado_castilla-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.4480029,-58.538259",750000,USD,11371800,750000,952,395,787.81512605042,1898.73417721519,,,,http://victoria.properati.com.ar/znwq_venta_casa_victoria_del-libertador-av-_2700_gimnasio_jardin_lavadero_piscina_quincho_garage_hyland-harold-martinez
sell,store,|Argentina|Capital Federal|Belgrano|,"-34.5655933,-58.4578131",129000,USD,1955949.6,129000,50,,2580,,,,,http://belgrano.properati.com.ar/wxcj_venta_local_belgrano
